"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition_num","sona_id","success","timeout","failed_images","failed_audio","failed_video","question_order","slider_start","practiceTrial","practiceTrialNum","correct","concept","texture_id","ishihara_plate","correct_response"
"7934","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","7943","0.0-0.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"","","","preload","1","10868","0.0-1.0","fvnyq9c7tk","18","88754","true","false","[]","[]","[]","","","","","","","","",""
"2038","","","fullscreen","2","13920","0.0-2.0","fvnyq9c7tk","18","88754","true","","","","","","","","","","","","",""
"58131","","{""Consent"":[""<strong>I consent</strong>""]}","survey-multi-select","3","72056","0.0-3.0","fvnyq9c7tk","18","88754","","","","","","[0]","","","","","","","",""
"2619","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","4","74679","0.0-4.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"13323","","{""Age"":""21"",""Gender"":""Non Binary"",""Race/ethnicity"":""Asian"",""Languages"":""English""}","survey-text","5","88018","0.0-5.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"35813","
                        <div>
                            <div style='text-align:left; font-size:18px; line-height:25px; width: 1300px;'>
                                During this experiment you will be asked to rate how much you associate charts with                                different concepts. Below, you can see some examples of the charts you will be asked to rate. Above the charts
                                is the list of concepts. You will be asked
                                to rate how much you associate each chart with each concept on a scale from 'not at all' to 'very much' like the
                                one below. <br>

                        <div style=""text-align: left; width: 1300px;"">
                            <p style=""font-size:18px; line-height:20px; text-align:center; font-weight:bold"">
                                Happy, Disgust, Sad, Fearful, Angry
                            </p>
                        </div>

                        <div style=""display: flex; justify-content: center; width: 100%;"">
                            <div style=""
                                display: grid;
                                grid-template-columns: repeat(5, 1fr);
                                gap: 8px;
                                padding: 10px;
                                width: 900px;  
                                margin: 0 auto;
                            "">
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Fearful_lo_lo_1_Pastel1_decend_lgsm_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Sad_lo_lo_1_Set1_decend_lgsm_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Fearful_hi_hi_1_tab20b_ascend_lgsm_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Angry_hi_hi_1_tab20_decend_smlg_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Disgust_lo_lo_1_tab20c_decend_lgsm_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Happy_lo_lo_1_tab20b_decend_smlg_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Angry_lo_lo_1_tab20c_decend_lgsm_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Disgust_hi_hi_1_tab20b_decend_smlg_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Sad_hi_hi_1_tab20_ascend_smlg_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                                    <div style=""width: 100%;"">
                                        <img src=""images/19_Happy_hi_hi_1_Set1_ascend_smlg_dot.png"" style=""width: 100%; height: auto; object-fit: contain;"">
                                    </div>
                                
                            </div>
                        </div>
                    </div>
                </div>
                    ","null","html-slider-response","6","123833","0.0-6.0","fvnyq9c7tk","18","88754","","","","","","","0","true","","","","","",""
"13763","<div style=""width:1300px;""><p style=""text-align:left"">To move the slider, click and drag your cursor to the location of the scale where you would like to make your rating and then let go. When you let go of the slider, your response will be recorded and the next trial will begin. <br>
                    We are interested in your initial impressions of each chart for a given concept, so please go with your first intuition. 
                    Before you begin the experiment, there will be four training trials for you to practice using the slider. 
                     When you are ready to start the training trials, please click ""Continue"".</p><br></div>","0","html-button-response","7","137598","0.0-7.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> right endpoint of the scale</p>

                                    </div>
                                </div>","200","html-slider-response","8","141105","0.0-8.0-0.0","fvnyq9c7tk","18","88754","","","","","","","0","true","0","true","","","",""
"1091","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","html-button-response","9","142706","0.0-8.0-1.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider all the way to the <br> left endpoint of the scale</p>

                                    </div>
                                </div>","-200","html-slider-response","10","144374","0.0-9.0-0.0","fvnyq9c7tk","18","88754","","","","","","","0","true","1","true","","","",""
"791","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","html-button-response","11","145668","0.0-9.0-1.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and right endpoint of the scale</p>

                                    </div>
                                </div>","106","html-slider-response","12","150974","0.0-10.0-0.0","fvnyq9c7tk","18","88754","","","","","","","0","true","2","true","","","",""
"920","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","html-button-response","13","152404","0.0-10.0-1.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"NaN","<div style=""width:500px;"">
                                    <p style=""font-size:25px;"">Please move the slider halfway between the center and left endpoint of the scale</p>

                                    </div>
                                </div>","-109","html-slider-response","14","154905","0.0-11.0-0.0","fvnyq9c7tk","18","88754","","","","","","","0","true","3","true","","","",""
"966","<p align='center'><b>Good job!</b> Click on 'Continue' to proceed.</p>","0","html-button-response","15","156379","0.0-11.0-1.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"2755","<p>Great job! You've completed the practice trials. Now you will begin the main task.</p>","0","html-button-response","16","159136","0.0-12.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"3999","<p>In this block of trials, you will be asked to rate how much you associate each texture with the concept</p >
                        <p style = 'font-size:150%; font-weight: bold'>Happy</p><br></br>","0","html-button-response","17","163136","0.0-13.0","fvnyq9c7tk","18","88754","","","","","","","","","","","","","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_med_lo_2_tab20_decend_lgsm_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","-106","html-slider-response","18","170623","0.0-14.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_med_lo_2_tab20_decend_lgsm_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_hi_hi_3_Paired_decend_lgsm_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","-107","html-slider-response","19","176750","0.0-15.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_hi_hi_3_Paired_decend_lgsm_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_med_med_1_tab20c_ascend_lgsm_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","110","html-slider-response","20","182807","0.0-16.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_med_med_1_tab20c_ascend_lgsm_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_lo_lo_1_tab20b_decend_lgsm_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","-200","html-slider-response","21","187011","0.0-17.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_lo_lo_1_tab20b_decend_lgsm_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_hi_md_2_tab20_ascend_lgsm_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","108","html-slider-response","22","191753","0.0-18.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_hi_md_2_tab20_ascend_lgsm_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_hi_hi_1_Set1_decend_smlg_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","112","html-slider-response","23","195359","0.0-19.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_hi_hi_1_Set1_decend_smlg_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_med_med_2_tab20b_decend_smlg_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","109","html-slider-response","24","199624","0.0-20.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_med_med_2_tab20b_decend_smlg_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_hi_md_3_Set2_decend_smlg_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","106","html-slider-response","25","203801","0.0-21.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_hi_md_3_Set2_decend_smlg_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_hi_hi_2_tab20_decend_lgsm_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","107","html-slider-response","26","207916","0.0-22.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_hi_hi_2_tab20_decend_lgsm_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_hi_hi_2_tab20_decend_smlg_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","106","html-slider-response","27","212174","0.0-23.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_hi_hi_2_tab20_decend_smlg_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_med_lo_2_tab20_decend_smlg_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","-109","html-slider-response","28","215256","0.0-24.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_med_lo_2_tab20_decend_smlg_dot.png","",""
"NaN","<div style=""width:500px;"">
                            <p style=""font-size:50px; font-weight:bold;""
                            >Happy</p>
                            <div style=""width:480px; margin: auto;"">
                                <img src=""images/19_Happy_lo_lo_2_tab10new_ascend_lgsm_dot.png"" width=""480"" height=""420"" style=""object-fit:contain;"">
                            </div>
                        </div>","-109","html-slider-response","29","219044","0.0-25.0","fvnyq9c7tk","18","88754","","","","","","","0","","","","Happy","images/19_Happy_lo_lo_2_tab10new_ascend_lgsm_dot.png","",""
